品目コード,品目名称,箱種,品目名称_2
68345,Y86300-12B30-A0,,
68346,Y86300-12B30-A1,,
68347,Y86300-12B30-B0,,
68348,Y86300-12B30-C0,,
68349,Y86300-12B30-D0,,
68350,Y86300-12B30-E0,,
68351,Y86300-12B30-G0,,
68352,Y86300-12B30-J1,,
68353,Y86300-12B40-A1,,
68354,Y86300-12B40-B0,,
68355,Y86300-12B40-C0,,
68356,Y86300-12B40-D0,,
68357,Y86300-12B40-E0,,
68358,Y86300-12B40-G0,,
68359,Y86300-12B40-J1,,
68392,86300-47170-A,,
68435,86769-33020,,
68436,86767-53010-D-BK,,
68437,86767-53010-D-GR,,8676753010GR0
68625,Y86300-47170-A,,
68630,Y86960-47050,,
68684,86760-53080-D,,
68686,86760-60130-B,,
68688,L86760-53080-D,,
68692,K86760-53080-D,,
68698,Y86760-53080-D,,
68700,Y86760-60130-B,,
68706,86300-47180-B,,
68714,Y86300-47180-B,,
69113,86767-12010-A-BK,,
69153,86760-48061,,
69161,NW-28228 6FL3A,,
69164,NW-28228 6FP2B,,
69259,Y86760-48061,,
69370,86760-33210-A0,,
69371,86760-33210-A1,,
69372,86760-33210-B0,,
69373,86760-33210-B1,,
69374,86760-33210-B2,,
69375,86760-33210-C0,,
69507,86760-33210-E0,,
69597,86760-33190-A,,
69611,K86760-33200-A,,
69613,Y86760-33210-A0,,
69614,Y86760-33210-A1,,
69615,Y86760-33210-B0,,
69617,Y86760-33210-B2,,
69618,Y86760-33210-C0,,
69619,Y86760-33210-E0,,
69653,K86760-33110-B,,
69654,Y86760-33110-B,,
69662,86760-48080-C,,
69663,L86760-48080-C,,
69664,L86760-53090-D-1,,
69665,K86760-48080-C,,
69666,K86760-53090-D-1,,
69668,Y86760-48080-C,,
69669,Y86760-53090-D-1,,
69795,86767-33020-BK,,
69838,Y86760-33200-A,,
70070,Y86760-33190-A,,
70188,L86760-50170,,
70288,86760-47081-A,,
70298,Y86760-47081-A,,
70396,86300-48360-J1-B,,
70397,Y86300-48360-J1-B,,
70441,K86760-50180,,
70448,86300-48360-D2-B,,
70449,Y86300-48360-D2-B,,
70765,86300-48410-A0-1,,
70766,86300-48410-B0-1,,
70767,86300-48410-C0-1,,
70768,86300-48410-C1-1,,
70769,86300-48410-D0-1,,
70770,86300-48410-J0-1,,
70771,Y86300-48410-A0-1,,
70772,Y86300-48410-B0-1,,
70773,Y86300-48410-C0-1,,
70774,Y86300-48410-C1-1,,
70775,Y86300-48410-D0-1,,
70776,Y86300-48410-J0-1,,
71149,Y86760-50170,,
71150,Y86760-50180,,
71184,K86760-33220-A,,
71226,86760-12020,,
71227,Y86760-33220-A,,
71239,K86760-33230,,
71240,Y86760-50190-A,,
71241,Y86760-33230,,
71395,86760-12030,,
71396,Y86760-12030,,
71651,86767-76010-BK,,
71890,L86760-53071-A,,
71893,86760-53100-D,,
71894,L86760-53100-D,,
71997,Y86760-53100-D,,
71999,Y86760-76100-A,,
72218,86300-48360-C3-B,,
72512,Y86760-12020,,
72513,Y86300-48360-C3-B,,
72762,Y86760-47110-A-1,,
72780,86760-62040,,
72781,L86760-62040,,
72784,86760-62060-1,,
72785,L86760-62060-1,,
72892,86760-26020-A1-B,,
72893,86760-26020-B1-B,,
72894,86760-26020-E1-B,,
72973,Y86760-26020-A1-B,,
72974,Y86760-26020-B1-B,,
72975,Y86760-26020-E1-B,,
73076,86760-47061-A-2,,
73077,C86760-47061-A-2,,
73079,Y86760-47061-A-2,,
73080,86760-47110-A-2,,
73643,NW-28228 6RA4A-1,,
73679,Y86769-48020,,
73690,86769-0C010,,
73691,86769-48020,,
73757,Y86769-K0010,,
73798,86769-K0010,,
73834,Y86760-62040,,
73871,Y86760-62060-1,,
73897,86300-47210,,
73898,86300-47220,,
73900,86960-47060,,
73949,86769-04010-1,,
74142,Y86760-48070-C-1,,
74153,86760-48070-C-1,,
74155,L86760-58010-H-1,,
74156,86760-58010-H-1,,
74252,86760-52020-A,,
74254,Y86760-52020-A,,
74255,86760-10010-A,,
74257,Y86760-10010-A,,
74556,86760-47050-1,,
74563,Y86760-58010-H-1,,
74841,MS-8723A625BA-1,,
74842,MS-8723A625HA-1,,
74843,MS-8723A625HB-1,,
74844,MS-8723A625RA-1,,
74845,MS-8723A625WA-1,,
74846,MS-8723A625WB-1,,
74847,MS-8723A625XA-1,,
74848,MS-8723A625XB-1,,
74904,Y86300-47210,,
74905,Y86300-47220,,
74906,Y86760-47050-1,,
74907,Y86960-47060,,
75001,MS-8723A592-4(28208 6RA0A),,
75002,MS-8723A594-4(28208 6RS0A),,
75003-OLD,MS-8723A599-4(28208 6RM0A),,
75011,86760-76100-A,,
75012,86760-50190-A,,
75466,MF-8723A744(282D7 6RR0A),,
75467,MF-8723A562(282D8 6RR0A),,
75468,MF-8723A745(282D9 6RR0A),,
75471,MF-8723A592-4(28208 6RA0A),,
75472,MF-8723A594-4(28208 6RS0A),,
75476,MF-8723A625BA-1,,
75477,MF-8723A625HA-1,,
75478,MF-8723A625HB-1,,
75479,MF-8723A625RA-1,,
75480,MF-8723A625WA-1,,
75481,MF-8723A625WB-1,,
75482,MF-8723A625XA-1,,
75483,MF-8723A625XB-1,,
75484,MF-8723A625YA-1,,
75598,86760-26010-A1-C,,
75601,86760-26010-C1-C,,
75602,86760-26010-A2-C,,
75603,86760-26010-B4-C,,
75604,Y86760-26010-A1-C,,
75605,Y86760-26010-B2-C,,
75606,Y86760-26010-B3-C,,
75607,Y86760-26010-C1-C,,
75608,Y86760-26010-A2-C,,
75609,Y86760-26010-B4-C,,
75806,L86760-42080,,
76512,86760-K0010-B,,
76514,L86760-K0010-B,,
76518,Y86760-K0010-B,,
76725,Y86760-62010-B-1,,
76726,Y86760-62050-A-1,,
76727,86760-62010-B-1,,
76728,L86760-62010-B-1,,
76729,86760-62050-A-1,,
76730,L86760-62050-A-1,,
77028,86760-48100-A,,
77035,86760-30270-1,,
77095,86760-26020-C0-B,,
77096,Y86760-26020-C0-B,,
77611,86760-60170,,
77612,Y86760-60170,,
77698,Y86760-12070-1,,
77699,Y86760-12080-1,,
77700,Y86300-42250-1,,
77701,Y86760-42030-2,,
77702,Y86760-30270-2,,
77703,Y86760-42090-A-2,,
77704,Y86760-42050-1,,
77705,Y86760-42070-A-2,,
77706,Y86760-42040-A-2,,
77721,86760-12070-1,,
77722,L86760-12070-1,,
77723,86760-12080-1,,
77724,L86760-12080-1,,
77725,86300-42250-1,,
77726,L86300-42250-1,,
77727,C86300-42250-1,,
77728,86760-42030-2,,
77729,L86760-42030-2,,
77730,86760-30270-2,,
77731,L86760-30270-2,,
77732,86760-42090-A-2,,
77733,L86760-42090-A-2,,
77734,86760-42050-1,,
77735,L86760-42050-1,,
77736,C86760-42050-1,,
77737,86760-42070-A-2,,
77738,L86760-42070-A-2,,
77739,86760-42080-1,,
77740,L86760-42080-1,,
77741,86760-42040-A-2,,
77742,L86760-42040-A-2,,
77958,86760-30260-2,,
77959,L86760-30260-2,,
77960,86760-47081-A-1,,
77961,86760-48100-A-2,,
77963,Y86760-30260-2,,
77965,Y86760-48100-A-2,,
78028,Y86760-42080-1,,
78164,86300-52650,,
78166,MS-8723A625HC-1,,
78167,MF-8723A625HC-1,,
78677,Y86300-52650,,
78792,L86760-60170,,
78827,86760-16010-A,,
78829,86760-17010-A,,
78831,Y86760-16010-A,,
78832,Y86760-17010-A,,
79168,C86760-12080-1,,
79173,MS-8723A625HG-1,,
79174,MF-8723A625HG-1,,
79336,C86760-16010-A,,
79938,86760-33250,,
79939,86760-42060,,
79940,86760-42150,,
79941,86760-42190,,
79942,Y86760-33250,,
79943,Y86760-42060,,
79944,Y86760-42150,,
79945,Y86760-42190,,
91169,86760-42200,,
91172,Y86760-42200,,
91398,S8A150-TKR-J310-M1(NH883P),,
91399,S8A150-TKR-J310-M1(NH902P),,
91400,S8A150-TKR-J310-M1(NH830M),,
91401,S8A150-TKR-J310-M1(B610M),,
91402,S8A150-TKR-J310-M1(PB93P),,
91445,86769-42010,,
91446,Y86769-42010,,
91494,86760-26010-A3-C,,
91907,S8A150-3BW-T010-M1(NH883P),,
91908,S8A150-3BW-T010-M1(NH731P),,
91909,S8A150-3BW-T010-M1(B645P),,
91910,S8A150-3BW-Q010-M1(NH883P),,
91911,S8A150-3BW-Q010-M1(NH731P),,
91912,S8A150-3BW-Q010-M1(B645P),,
91913,S8A150-3BW-J010-M1(NH883P),,
91914,S8A150-3BW-J010-M1(NH731P),,
91916,S8A150-3BW-T011-M1(NH955),,
91918,S8A150-3BW-T011-M1(RP62P),,
91919,S8A150-3BW-Q011-M1(NH955),,
91921,S8A150-3BW-Q011-M1(RP62P),,
91922,S8A150-3BW-J011-M1(NH955),,
91923,S8A150-3BW-J011-M1(Y79M),,
91924,S8A150-3BW-J011-M1(RP62P),,
91925,S8A150-TKR-J310-M1(NH731P),,
92053,S39154-TLA-A010-M1,,
92164,C86760-K0010-B,,
92247,S8A150-3BW-T011-M1(NH883P),,
92248,S8A150-3BW-T011-M1(NH731P),,
92250,S8A150-3BW-Q011-M1(NH883P),,
92251,S8A150-3BW-Q011-M1(NH731P),,
92252,S8A150-3BW-Q011-M1(B645P),,
92253,S8A150-3BW-J011-M1(NH883P),,
92254,S8A150-3BW-J011-M1(NH731P),,
92255,S8A150-3BW-J011-M1(B645P),,
92369,C86760-30260-2,,
92385,MS-28208 W040P-1,,
92392,MF-28208 W040P-1,,
92393,MF-8723A595-5(28208 6RR1A),,
92460,MS-8723A625GA-1,,
92461,MF-8723A625GA-1,,
92466,86760-50210,,
92541,C86760-42150,,
VC30045,S8A150-TKR-J310-M1(B645P),,
VC30046,L86760-50210,,
10023,N890P23810,,
10024,N890P23811,,
10058,08544-00780-A,,
10076,86076-47010-A,,
10086,86159-B2460-C,,
10105,86159-B2500-B,,
10109,86159-B2220-B,,
10117,86159-B2570-J,,
10118,189173-0020,,
10132,N6-28230 7NA0A,,
10133,N6-28230 7NA0B,,
10134,N6-28243 5WH1A(YOZ-51932DA35),,
10135,86159-B2720-H,,
10152,N6-28243 5WH2A,,
10161,86259-B1020,,
10165,K86159-B2790-J,,
10166,86159-B1020-N,,
10173,86159-B1030-A,,
10174,Y86159-B1020-N,,
10175,Y86159-B2220-B,,
10176,Y86159-B2720-H,,
10177,Y86259-B1020,,
10183,Y86159-B1030-A,,
10225,N6-28230 7NA0A-1,,
10230,86159-B2650-A,,
10231,Y86159-B2650-A,,
10232,N6-28230 7MA0C,,
10293,86050-V3010-B,,
10294,86050-V3010-C,,
10297,Y86050-V3010-C,,
10298,Y86119-V3010,,
10299,08609-00150,,
15728,N890P12312,,
16325,N890P17510,,
16539,N890P17514,,
16540,N890P17515,,
8610110070,8610110070,B,
8630968020,8630968020,B,
8630947020,8630947020,B,
8630942080,8630942080,B,
8630071090,8630071090,B,
8696047011,8696047011,B,
86808V2070,86808V2070,BA,
0854400780,0854400780,U4,
0866300520,0866300520,U4,
0866318010,0866318010,U4,
